9.838465,9.091541,8.734291,C
5.212296,6.395540,7.064671,A
6.455121,8.102614,5.961938,B
6.122849,7.098632,8.511329,B
7.930988,8.005931,7.724445,C
7.465351,6.970558,8.575172,B
6.370295,6.363323,7.114066,A
5.114052,6.766847,7.365962,A
5.610077,7.115738,8.394053,B
8.059292,7.945024,8.658297,C
7.241911,11.444184,6.379099,C
5.736062,6.902046,8.488091,B
4.048409,5.956170,7.095921,A
8.311505,10.588431,8.325585,C
6.963858,7.673499,9.496524,B
5.175213,9.079329,8.413053,B
7.764318,7.816645,6.456080,B
4.982949,6.446768,7.208759,A
4.657715,7.851392,9.897673,B
7.599709,7.928137,7.732134,B
6.703262,8.754401,8.343112,B
8.503155,5.942417,8.636271,B
5.717422,10.881147,10.046863,B
6.656440,7.701369,8.226238,B
4.766831,5.884857,6.030342,A
8.682654,9.519639,8.325800,C
4.191859,6.273745,5.952967,A
7.732289,10.830668,8.472205,C
5.688738,6.580472,7.686975,A
5.920369,7.246807,7.487418,B
7.421685,9.043171,8.491699,C
6.313678,6.631136,5.539417,A
6.530534,7.809264,8.755377,B
2.343826,5.751118,7.671508,A
8.153776,7.348805,9.179562,C
7.578579,7.715221,8.711238,B
6.244297,6.656828,8.093009,B
8.890765,8.002915,7.450454,C
9.211092,6.617275,7.986046,C
4.274295,6.662206,7.940154,A
4.993638,4.549831,8.301044,A
6.788660,5.491700,9.800881,B
3.229804,5.983086,8.865116,A
6.255675,6.919317,8.781738,B
4.258080,3.761755,7.100763,A
7.431243,8.492606,8.816241,C
7.733510,7.458042,9.178414,B
5.532560,6.846700,6.831197,A
3.328813,7.375815,7.570899,A
8.236677,7.895639,8.417660,C
8.978157,8.866939,8.275493,C
7.431800,7.724220,7.345651,B
10.279124,7.263005,8.858229,C
9.661835,9.308633,6.784627,C
3.507469,4.993295,7.268407,A
3.265394,8.178507,7.302953,A
6.571980,6.370571,8.856778,B
5.996832,7.471790,6.350876,A
6.601997,7.291425,7.393779,B
7.619850,5.032665,8.346428,B
7.977760,8.459229,7.629801,C
7.523299,4.885190,7.638831,B
5.540918,8.368493,8.384488,B
8.299419,8.939435,7.942883,C
4.569202,7.267999,6.677401,A
8.444434,7.977368,7.457900,C
8.194534,9.255877,8.961552,C
5.444891,6.464020,7.852878,A
6.124368,9.162389,9.693810,B
8.357975,9.634969,9.471374,C
7.036459,8.852572,9.038010,B
6.882618,8.358875,7.492020,B
5.512838,9.666793,7.088194,B
6.452408,8.458863,8.658394,B
9.166718,9.588579,8.206700,C
9.621178,10.905325,6.705081,C
6.057412,7.575195,8.554998,B
5.582115,6.820572,7.372397,A
7.787340,6.548881,10.806863,B
5.856900,6.344281,5.511625,A
4.024431,6.580055,9.173671,A
7.355384,6.943234,7.883722,B
9.120342,9.125246,7.090124,C
8.770821,8.215942,7.253130,C
6.303257,5.854910,8.428815,B
5.254417,7.563773,8.525677,B
5.860138,5.748948,9.246011,B
9.178327,9.103546,8.611187,C
3.178711,6.585959,8.540835,A
7.568661,6.417963,7.581272,B
8.706525,9.599672,8.524781,C
6.430925,8.252370,7.294903,B
4.260540,7.151846,8.887972,A
5.675541,7.239311,7.830593,B
10.398611,8.925709,8.123889,C
4.430924,6.642584,6.798981,A
6.599062,6.650647,5.811436,A
6.433510,8.053429,7.918727,B
6.683292,8.890353,8.973832,B
7.137949,8.358630,8.038948,B
7.939668,9.035792,7.956415,C
9.034833,10.123729,7.779348,C
6.726817,6.970594,6.645034,B
9.036811,8.502608,9.004597,C
9.087867,7.544666,6.285708,C
9.752467,9.583334,8.898536,C
7.969602,9.864954,10.399591,C
3.959807,5.971168,8.206556,A
7.944240,6.202074,6.680046,B
7.640105,9.083615,7.561166,C
3.517027,5.284919,6.974303,A
5.851724,7.349053,7.431383,B
8.143712,7.399006,10.260638,C
5.389202,6.821163,7.697561,A
4.171124,7.400254,8.132189,A
7.930000,7.400254,8.132189,B
